RatingID,SupplierID,RatingDate,Score,Notes
RAT01475,SUP065,2024-02-04,8,Read single few mother measure.
RAT01476,SUP040,2024-04-08,7,Bring must professional.
RAT01477,SUP018,2024-03-13,9,Kind employee meeting partner since might.
RAT01478,SUP036,2024-03-03,1,Some many fund.
RAT01479,SUP031,2024-02-04,4,Vote individual realize person.
RAT01480,SUP054,2024-06-15,4,Drive work hundred fight.
RAT01481,SUP063,2024-02-05,5,Religious same follow half oil community.
RAT01482,SUP001,2024-01-15,8,Commercial company hard.
RAT01483,SUP052,2024-06-03,10,Among item with.
RAT01484,SUP100,2024-06-10,1,Yet call example actually model.
RAT01485,SUP057,2024-02-10,6,Particular sound factor one enjoy station.
RAT01486,SUP009,2024-04-22,9,Space each exactly ready outside miss.
RAT01487,SUP086,2024-04-13,10,Collection trouble create stay.
RAT01488,SUP092,2024-02-25,8,New consumer herself analysis.
RAT01489,SUP090,2024-01-24,2,Up religious that debate theory.
RAT01490,SUP074,2024-03-08,7,Second get summer age.
RAT01491,SUP056,2024-02-09,5,Cultural lay task.
RAT01492,SUP047,2024-06-19,2,Image last rich.
RAT01493,SUP003,2024-01-04,1,History what financial treatment defense.
RAT01494,SUP002,2024-01-10,2,Expert you sometimes each.
RAT01495,SUP054,2024-01-20,10,Drug edge early foot cost.
RAT01496,SUP037,2024-01-26,6,Professional situation stock admit method stand.
RAT01497,SUP056,2024-03-01,8,By always military thus cell.
RAT01498,SUP031,2024-02-27,3,Job child nice.
RAT01499,SUP097,2024-03-09,5,Get Congress take.
RAT01500,SUP096,2024-06-15,2,Operation no ground.
RAT01501,SUP012,2024-04-04,8,Could experience section reality central skin.
RAT01502,SUP058,2024-05-31,4,Produce turn according subject.
RAT01503,SUP067,2024-06-08,10,Ask our those third image professional.
RAT01504,SUP026,2024-04-05,6,Then avoid population build same act.
RAT01505,SUP078,2024-03-13,3,Exist form require herself.
RAT01506,SUP012,2024-06-10,8,Man Democrat candidate.
RAT01507,SUP090,2024-02-14,8,Worker together from section affect grow.
RAT01508,SUP016,2024-04-22,3,Employee know side.
RAT01509,SUP053,2024-03-09,9,See either consider commercial.
RAT01510,SUP072,2024-02-13,10,House professor radio spring adult seem.
RAT01511,SUP049,2024-06-05,5,Benefit front old big.
RAT01512,SUP049,2024-06-01,10,Relationship with nature capital our yeah sure.
RAT01513,SUP092,2024-03-27,9,Tell national last deep reflect knowledge.
RAT01514,SUP007,2024-02-29,7,Live argue in institution bag.
RAT01515,SUP015,2024-05-25,10,Meet here find together food offer.
RAT01516,SUP036,2024-01-26,3,Game center push travel movement cold.
RAT01517,SUP072,2024-02-03,6,Degree happen decide church young point.
RAT01518,SUP074,2024-02-14,10,State available ability continue possible blood.
RAT01519,SUP015,2024-02-07,2,Collection same nearly bar.
RAT01520,SUP062,2024-03-11,6,Occur week around kitchen hit evening.
RAT01521,SUP018,2024-01-13,5,Girl write player maybe PM heart.
RAT01522,SUP046,2024-05-01,3,Cost focus cup.
RAT01523,SUP061,2024-03-31,7,Simply need right grow activity girl.
RAT01524,SUP043,2024-04-07,4,Candidate everything north character forward amount.
RAT01525,SUP044,2024-06-10,6,Realize brother represent.
RAT01526,SUP099,2024-02-14,9,Against travel why discuss.
RAT01527,SUP066,2024-01-15,6,Game interesting hot.
RAT01528,SUP055,2024-03-09,4,Executive leg form forget.
RAT01529,SUP086,2024-06-06,10,Moment Mrs education matter top.
RAT01530,SUP079,2024-03-30,2,Far challenge recognize pressure factor.
RAT01531,SUP039,2024-02-10,9,Above develop floor meeting agency.
RAT01532,SUP100,2024-02-05,4,American wonder think science energy.
RAT01533,SUP005,2024-04-25,4,Budget try state care.
RAT01534,SUP057,2024-06-28,2,Loss crime as value catch tax.
RAT01535,SUP015,2024-06-15,5,Life claim history magazine ok.
RAT01536,SUP091,2024-03-11,6,Simple camera second.
RAT01537,SUP016,2024-06-01,10,Event believe professional will religious.
RAT01538,SUP057,2024-01-12,6,None center officer.
RAT01539,SUP100,2024-05-12,3,Necessary yeah stuff front.
RAT01540,SUP082,2024-06-05,9,Too without fear capital best either.
RAT01541,SUP099,2024-05-18,7,Place together analysis price what.
RAT01542,SUP025,2024-06-11,3,Oil data life beautiful.
RAT01543,SUP022,2024-05-17,4,Instead live task read.
RAT01544,SUP031,2024-03-14,7,Nearly science blood population.
RAT01545,SUP034,2024-05-14,8,Your across glass relationship stock.
RAT01546,SUP087,2024-06-29,6,Wear on down style suffer activity.
RAT01547,SUP016,2024-01-15,4,Everybody share into.
RAT01548,SUP070,2024-06-17,2,Happen while because performance tree.
RAT01549,SUP059,2024-06-08,10,Financial hot beyond.
RAT01550,SUP015,2024-02-28,8,Maybe try year treat.
RAT01551,SUP082,2024-01-25,1,Owner great course either.
RAT01552,SUP013,2024-04-09,9,Chance medical nothing.
RAT01553,SUP024,2024-01-20,8,Often interview toward medical industry.
RAT01554,SUP013,2024-05-31,3,Happen dark always mother.
RAT01555,SUP065,2024-01-03,10,Radio pick pull.
RAT01556,SUP036,2024-02-28,4,Ten big meeting significant often.
RAT01557,SUP049,2024-06-22,10,Guy popular top now early owner.
RAT01558,SUP082,2024-01-20,4,Help area alone respond rule.
RAT01559,SUP048,2024-06-10,2,Treatment hotel party.
RAT01560,SUP097,2024-06-15,10,Artist who music management school certainly blue.
RAT01561,SUP043,2024-03-14,5,So know over purpose what hour.
RAT01562,SUP006,2024-06-01,3,Consumer best factor local start everybody.
RAT01563,SUP081,2024-04-10,1,Kind security region stand ground.
RAT01564,SUP068,2024-01-15,2,Marriage marriage interest more skin to.
RAT01565,SUP014,2024-03-30,7,Everything story establish visit.
RAT01566,SUP030,2024-05-13,1,Focus of activity or my whole.
RAT01567,SUP084,2024-05-17,2,Arrive final southern receive name.
RAT01568,SUP008,2024-02-10,10,Trial upon debate cultural better early.
RAT01569,SUP054,2024-06-10,7,Himself water money cold.
RAT01570,SUP066,2024-05-16,1,Claim now best reflect everything.
RAT01571,SUP004,2024-03-30,7,Happen school design road.
RAT01572,SUP074,2024-03-08,8,Every budget benefit operation may add.
RAT01573,SUP084,2024-05-20,2,Buy experience series.
RAT01574,SUP060,2024-06-23,4,Happy note live run fall again.
RAT01575,SUP053,2024-05-22,7,Decide certainly mouth light.
RAT01576,SUP099,2024-03-17,1,Same something bring rich before century.
RAT01577,SUP074,2024-02-05,6,Much feel trouble ability.
RAT01578,SUP092,2024-04-14,5,Nice else add believe eye Democrat according.
RAT01579,SUP015,2024-02-05,6,Sort industry she food.
RAT01580,SUP100,2024-02-10,8,Detail book crime sound none.
RAT01581,SUP001,2024-02-11,1,Institution front debate town.
RAT01582,SUP022,2024-03-20,3,Rather interest any enough course debate.
RAT01583,SUP091,2024-04-03,9,Particular road career.
RAT01584,SUP093,2024-01-14,8,Difficult project take public form everyone.
RAT01585,SUP015,2024-05-08,4,Cell glass bit according machine.
RAT01586,SUP074,2024-03-01,10,Executive nearly white project.
RAT01587,SUP084,2024-02-22,9,Animal form prevent benefit.
RAT01588,SUP022,2024-02-02,7,Sell deep news health.
RAT01589,SUP050,2024-06-16,2,No rule hot.
RAT01590,SUP048,2024-06-11,1,Adult southern beautiful world production ready.
RAT01591,SUP073,2024-03-30,1,End director week today offer pay.
RAT01592,SUP051,2024-04-19,3,Reduce set turn.
RAT01593,SUP096,2024-06-07,10,Pretty morning trouble doctor.
RAT01594,SUP017,2024-04-18,2,Already minute spring animal.
RAT01595,SUP083,2024-03-11,4,We what often.
RAT01596,SUP091,2024-06-15,8,Miss adult analysis Republican.
RAT01597,SUP051,2024-01-16,5,Happen than him.
RAT01598,SUP037,2024-05-12,5,Fill blood particularly arm type sure.
RAT01599,SUP098,2024-04-05,6,Coach price show how staff bad.
RAT01600,SUP049,2024-06-01,5,Trip likely vote economic student power.
RAT01601,SUP059,2024-04-03,5,Perform special capital test rate firm.
RAT01602,SUP010,2024-03-07,7,Arrive forget current government buy should.
RAT01603,SUP030,2024-01-28,6,Clearly especially machine themselves become.
RAT01604,SUP085,2024-04-02,10,Available inside education air life loss.
RAT01605,SUP021,2024-02-06,2,Difficult wait physical born fear activity.
RAT01606,SUP034,2024-05-01,1,Question voice sell discussion collection leave.
RAT01607,SUP073,2024-06-11,1,Different expect change author.
RAT01608,SUP098,2024-01-07,4,Dream door change.
RAT01609,SUP050,2024-03-21,2,Young let turn authority chair.
RAT01610,SUP076,2024-02-23,6,Improve five speak light sea week.
RAT01611,SUP047,2024-04-10,9,Image at game.
RAT01612,SUP085,2024-04-07,10,Move decision every.
RAT01613,SUP084,2024-02-24,10,Say who about hour administration color.
RAT01614,SUP006,2024-05-13,8,Party teacher work development.
RAT01615,SUP050,2024-03-23,4,State later significant.
RAT01616,SUP100,2024-03-01,2,Third more vote structure.
RAT01617,SUP063,2024-04-19,1,Early save move.
RAT01618,SUP012,2024-04-01,7,Return agreement feeling must glass.
RAT01619,SUP041,2024-06-02,10,Group paper represent behind same.
RAT01620,SUP031,2024-02-12,3,Simply partner edge.
RAT01621,SUP002,2024-03-29,6,Market page as.
RAT01622,SUP016,2024-01-10,5,Gun chance anyone hope perform between.
RAT01623,SUP001,2024-01-20,5,Should yet look catch.
RAT01624,SUP004,2024-01-16,2,Seek economy arm participant line.
RAT01625,SUP047,2024-02-16,9,Religious unit trade.
RAT01626,SUP065,2024-02-06,4,Often goal consumer.
RAT01627,SUP052,2024-02-07,10,White against measure.
RAT01628,SUP047,2024-04-08,1,Collection offer purpose evidence during.
RAT01629,SUP099,2024-01-13,2,Defense large price.
RAT01630,SUP077,2024-05-24,9,Mention hope yes forward.
RAT01631,SUP050,2024-03-13,7,His report without moment buy.
RAT01632,SUP045,2024-02-28,10,Tv politics magazine week discuss.
RAT01633,SUP042,2024-05-28,2,Too individual worker.
RAT01634,SUP095,2024-02-17,7,Cold late hear language close make.
RAT01635,SUP084,2024-02-22,4,Half answer else.
RAT01636,SUP056,2024-02-01,10,Medical live line.
RAT01637,SUP071,2024-05-31,2,Attorney cup suddenly teach region.
RAT01638,SUP057,2024-03-04,4,Us future about black his.
RAT01639,SUP033,2024-05-15,5,Case house station give.
RAT01640,SUP028,2024-03-13,4,Our something different talk.
RAT01641,SUP044,2024-06-29,3,Response memory crime.
RAT01642,SUP056,2024-04-17,6,Ago standard inside.
RAT01643,SUP044,2024-01-02,1,Year back least.
RAT01644,SUP084,2024-02-13,8,Bill difficult key current director doctor.
RAT01645,SUP096,2024-03-02,5,Involve level those cause.
RAT01646,SUP073,2024-04-10,8,Large perhaps level.
RAT01647,SUP034,2024-05-25,10,Sit reduce in.
RAT01648,SUP014,2024-04-03,4,Growth event on government chair.
RAT01649,SUP068,2024-02-24,4,Hear face hot thousand.
RAT01650,SUP029,2024-03-19,5,That crime author trade first general.
RAT01651,SUP079,2024-04-20,5,Want down nation store.
RAT01652,SUP017,2024-04-24,6,Agreement image life.
RAT01653,SUP083,2024-01-24,5,Nearly technology cold series consider know.
RAT01654,SUP009,2024-01-03,5,Particularly its maybe.
RAT01655,SUP027,2024-03-03,8,Would alone southern sometimes final tend.
RAT01656,SUP049,2024-03-24,6,Without nice take.
RAT01657,SUP079,2024-03-31,2,Bar professor suddenly series model spring.
RAT01658,SUP037,2024-02-16,4,Business magazine ago school avoid young.
RAT01659,SUP028,2024-02-10,4,Grow model movement summer.
RAT01660,SUP050,2024-01-07,5,Clear wonder floor throughout marriage.
RAT01661,SUP055,2024-03-12,6,Choose item lead.
RAT01662,SUP004,2024-05-26,5,With environment ahead know.
RAT01663,SUP085,2024-06-24,6,Protect listen evening travel military.
RAT01664,SUP098,2024-01-03,8,Environmental interesting ground worry.
RAT01665,SUP019,2024-04-03,4,Full door he continue.
RAT01666,SUP037,2024-01-26,3,Child respond democratic technology.
RAT01667,SUP004,2024-01-01,9,Student store read business.
RAT01668,SUP037,2024-04-26,3,Performance half expect.
RAT01669,SUP051,2024-05-11,8,Popular group wind.
RAT01670,SUP032,2024-03-27,10,Break true far.
RAT01671,SUP045,2024-03-19,5,Represent institution president.
RAT01672,SUP012,2024-03-19,9,Police we minute view.
RAT01673,SUP041,2024-06-10,3,Important attack will size.
RAT01674,SUP056,2024-05-30,10,Hot west shake.
RAT01675,SUP080,2024-03-09,10,And at industry common talk.
RAT01676,SUP014,2024-04-16,8,Whose peace side administration anyone pick.
RAT01677,SUP054,2024-02-15,7,Score cut born indeed true.
RAT01678,SUP063,2024-03-07,7,Remain write sell.
RAT01679,SUP065,2024-05-16,10,Quite government view world this sing.
RAT01680,SUP058,2024-03-11,9,Town policy network.
RAT01681,SUP096,2024-04-17,8,Research soon rate not buy.
RAT01682,SUP021,2024-01-30,3,Language local day.
RAT01683,SUP004,2024-03-13,6,Threat very southern.
RAT01684,SUP073,2024-03-09,6,People tax professor.
RAT01685,SUP046,2024-03-05,5,Hot member get hear.
RAT01686,SUP086,2024-05-08,3,Series the indeed mother wife.
RAT01687,SUP012,2024-05-17,9,Low property could condition.
RAT01688,SUP030,2024-04-27,7,Party so north move suggest.
RAT01689,SUP094,2024-02-04,4,Card value almost agreement positive about.
RAT01690,SUP096,2024-04-14,6,Customer enter hit card system purpose.
RAT01691,SUP060,2024-06-02,5,Fill available full like crime sound.
RAT01692,SUP100,2024-06-14,1,Yet speak grow area take.
RAT01693,SUP071,2024-04-27,2,Training sister away we when.
RAT01694,SUP081,2024-05-21,1,House who cold name me.
RAT01695,SUP065,2024-04-24,9,Worry like her data choose common.
RAT01696,SUP014,2024-02-11,9,Forward space happen outside probably outside.
RAT01697,SUP044,2024-05-16,5,Last space trial.
RAT01698,SUP026,2024-03-31,8,Forward stuff site president fast wide.
RAT01699,SUP091,2024-04-17,10,Tv PM would.
RAT01700,SUP016,2024-06-19,4,Fact nation pick happen.
RAT01701,SUP007,2024-03-18,1,People last pattern.
RAT01702,SUP032,2024-02-07,4,Agree be forward full.
RAT01703,SUP089,2024-06-24,7,Machine world answer form politics.
RAT01704,SUP095,2024-04-07,2,Along movement central stage similar.
RAT01705,SUP016,2024-06-13,2,Source for into leader line.
RAT01706,SUP078,2024-03-12,6,One thing take form.
RAT01707,SUP089,2024-03-09,9,What again everybody.
RAT01708,SUP062,2024-03-10,3,Detail discuss impact.
RAT01709,SUP030,2024-01-31,7,Sing cultural front term.
RAT01710,SUP071,2024-03-15,10,Next suggest spring toward low.
RAT01711,SUP012,2024-06-08,9,Skin into force.
RAT01712,SUP067,2024-01-23,9,Behind leg full measure prove.
RAT01713,SUP091,2024-06-08,4,Get window executive.
RAT01714,SUP046,2024-05-05,2,Bring give economic.
RAT01715,SUP083,2024-06-03,1,Guess born size because thousand.
RAT01716,SUP043,2024-02-20,6,Throw unit fine front by camera.
RAT01717,SUP055,2024-01-17,5,Project get smile coach significant line.
RAT01718,SUP045,2024-04-13,6,Ok conference hard drug.
RAT01719,SUP060,2024-05-17,7,Imagine evidence investment.
RAT01720,SUP071,2024-04-05,9,Baby late few discuss rise pressure.
RAT01721,SUP080,2024-06-11,10,Recently majority science training hard.
RAT01722,SUP032,2024-06-29,10,End sense third.
RAT01723,SUP008,2024-04-11,6,Would follow drug dream dinner.
RAT01724,SUP077,2024-03-21,6,Bank television great cell.
RAT01725,SUP062,2024-04-19,3,Effort purpose together interview his order.
RAT01726,SUP075,2024-05-23,8,Easy fall argue.
RAT01727,SUP020,2024-01-18,9,Side six them worker new.
RAT01728,SUP018,2024-06-28,1,Old reflect among election late.
RAT01729,SUP006,2024-04-23,6,Few laugh enjoy.
RAT01730,SUP084,2024-03-11,7,Part talk well.
RAT01731,SUP096,2024-03-23,8,Arm general great research foreign.
RAT01732,SUP029,2024-01-24,10,Myself manager seek.
RAT01733,SUP004,2024-04-04,8,Too song agency because.
RAT01734,SUP071,2024-05-24,7,Agency join may education modern pull.
RAT01735,SUP043,2024-06-20,8,Set president kid.
RAT01736,SUP084,2024-06-15,9,Its soon resource purpose.
RAT01737,SUP034,2024-01-14,10,Share something interest.
RAT01738,SUP100,2024-04-20,7,Claim drive story.
RAT01739,SUP071,2024-06-27,3,Risk building agency.
RAT01740,SUP033,2024-06-27,9,Evening either arm.
RAT01741,SUP015,2024-06-18,1,Heart black under forward believe your.
RAT01742,SUP096,2024-04-23,8,Full fish sometimes certain officer person.
RAT01743,SUP086,2024-06-14,6,Which significant baby.
RAT01744,SUP040,2024-06-03,3,Choose here maybe affect time run.
RAT01745,SUP093,2024-04-05,9,Recently people look business.
RAT01746,SUP089,2024-03-29,6,Something spend mind.
RAT01747,SUP005,2024-05-14,7,Fill stuff system thus.
RAT01748,SUP078,2024-06-13,2,Cover like what.
RAT01749,SUP050,2024-06-14,1,Sport owner Mrs simple other father lose.
RAT01750,SUP099,2024-03-05,1,Truth bag indicate far.
RAT01751,SUP066,2024-04-18,3,Cover gas morning ten night when.
RAT01752,SUP089,2024-05-27,3,Trial bed project commercial throughout positive.
RAT01753,SUP054,2024-01-06,8,Look thought effort impact anything.
RAT01754,SUP080,2024-04-22,7,Support past provide card.
RAT01755,SUP046,2024-03-29,10,Structure material product fish.
RAT01756,SUP080,2024-03-15,8,Others firm miss.
RAT01757,SUP011,2024-05-01,1,Account beyond step.
