ShipmentID,SupplierID,OrderDate,ExpectedDelivery,ActualDelivery,Status
SHP01354,SUP087,2024-02-15,2024-02-29,2024-03-05,Delayed
SHP01355,SUP038,2024-03-31,2024-04-14,2024-04-19,Delayed
SHP01356,SUP006,2024-03-28,2024-04-08,2024-04-15,Delayed
SHP01357,SUP086,2024-05-01,2024-05-14,2024-05-20,Delayed
SHP01358,SUP025,2024-02-17,2024-02-28,2024-02-26,Delivered
SHP01359,SUP082,2024-04-12,2024-04-25,2024-05-04,Delayed
SHP01360,SUP017,2024-03-23,2024-04-06,2024-04-04,Delivered
SHP01361,SUP061,2024-05-19,2024-05-26,2024-06-02,Delayed
SHP01362,SUP012,2024-02-13,2024-02-25,2024-02-24,Delivered
SHP01363,SUP006,2024-01-10,2024-01-23,2024-01-31,Delayed
SHP01364,SUP090,2024-06-23,2024-07-05,2024-07-08,Delayed
SHP01365,SUP027,2024-01-30,2024-02-08,2024-02-06,Delivered
SHP01366,SUP008,2024-04-19,2024-04-30,2024-05-02,Delayed
SHP01367,SUP083,2024-03-27,2024-04-08,2024-04-10,Delayed
SHP01368,SUP065,2024-06-05,2024-06-16,2024-06-17,Delayed
SHP01369,SUP057,2024-04-26,2024-05-09,2024-05-17,Delayed
SHP01370,SUP093,2024-06-09,2024-06-22,2024-06-24,Delayed
SHP01371,SUP099,2024-03-02,2024-03-11,2024-03-20,Delayed
SHP01372,SUP040,2024-06-08,2024-06-21,2024-06-19,Delivered
SHP01373,SUP014,2024-04-25,2024-05-09,2024-05-17,Delayed
SHP01374,SUP035,2024-05-21,2024-05-30,2024-06-07,Delayed
SHP01375,SUP048,2024-02-15,2024-02-27,2024-03-01,Delayed
SHP01376,SUP084,2024-05-12,2024-05-25,2024-05-29,Delayed
SHP01377,SUP056,2024-03-03,2024-03-10,2024-03-15,Delayed
SHP01378,SUP049,2024-04-27,2024-05-07,2024-05-06,Delivered
SHP01379,SUP013,2024-01-25,2024-02-02,2024-02-06,Delayed
SHP01380,SUP061,2024-04-29,2024-05-13,2024-05-16,Delayed
SHP01381,SUP049,2024-01-15,2024-01-25,2024-01-31,Delayed
SHP01382,SUP046,2024-06-24,2024-07-04,2024-07-09,Delayed
SHP01383,SUP062,2024-04-15,2024-04-26,2024-05-04,Delayed
SHP01384,SUP008,2024-05-23,2024-06-06,2024-06-07,Delayed
SHP01385,SUP043,2024-05-27,2024-06-10,2024-06-16,Delayed
SHP01386,SUP020,2024-02-03,2024-02-12,2024-02-10,Delivered
SHP01387,SUP097,2024-03-02,2024-03-13,2024-03-21,Delayed
SHP01388,SUP090,2024-03-18,2024-03-30,2024-04-02,Delayed
SHP01389,SUP039,2024-02-19,2024-02-27,2024-03-03,Delayed
SHP01390,SUP085,2024-05-26,2024-06-07,2024-06-15,Delayed
SHP01391,SUP049,2024-03-30,2024-04-06,2024-04-14,Delayed
SHP01392,SUP064,2024-02-08,2024-02-16,2024-02-17,Delayed
SHP01393,SUP062,2024-02-01,2024-02-12,2024-02-11,Delivered
SHP01394,SUP054,2024-02-08,2024-02-21,2024-02-29,Delayed
SHP01395,SUP009,2024-02-05,2024-02-18,2024-02-17,Delivered
SHP01396,SUP088,2024-03-12,2024-03-23,2024-03-30,Delayed
SHP01397,SUP037,2024-06-23,2024-07-05,2024-07-03,Delivered
SHP01398,SUP049,2024-04-30,2024-05-11,2024-05-13,Delayed
SHP01399,SUP041,2024-03-15,2024-03-26,2024-03-29,Delayed
SHP01400,SUP017,2024-06-22,2024-07-02,2024-07-03,Delayed
SHP01401,SUP088,2024-04-26,2024-05-03,2024-05-04,Delayed
SHP01402,SUP021,2024-04-23,2024-05-07,2024-05-09,Delayed
SHP01403,SUP051,2024-06-16,2024-06-29,2024-07-01,Delayed
SHP01404,SUP059,2024-05-22,2024-06-01,2024-06-07,Delayed
SHP01405,SUP039,2024-02-26,2024-03-08,2024-03-13,Delayed
SHP01406,SUP055,2024-03-26,2024-04-04,2024-04-10,Delayed
SHP01407,SUP041,2024-04-25,2024-05-05,2024-05-05,Delivered
SHP01408,SUP039,2024-03-28,2024-04-08,2024-04-08,Delivered
SHP01409,SUP013,2024-05-12,2024-05-25,2024-05-23,Delivered
SHP01410,SUP064,2024-05-09,2024-05-23,2024-05-30,Delayed
SHP01411,SUP011,2024-05-20,2024-05-31,2024-06-03,Delayed
SHP01412,SUP019,2024-01-19,2024-01-26,2024-01-27,Delayed
SHP01413,SUP011,2024-05-10,2024-05-22,2024-05-30,Delayed
SHP01414,SUP077,2024-05-31,2024-06-08,2024-06-13,Delayed
SHP01415,SUP046,2024-06-13,2024-06-23,2024-06-22,Delivered
SHP01416,SUP045,2024-01-17,2024-01-27,2024-02-04,Delayed
SHP01417,SUP001,2024-04-18,2024-04-28,2024-04-27,Delivered
SHP01418,SUP040,2024-02-03,2024-02-14,2024-02-18,Delayed
SHP01419,SUP019,2024-05-07,2024-05-21,2024-05-23,Delayed
SHP01420,SUP076,2024-04-05,2024-04-12,2024-04-10,Delivered
SHP01421,SUP072,2024-04-19,2024-05-03,2024-05-07,Delayed
SHP01422,SUP072,2024-02-13,2024-02-24,2024-02-28,Delayed
SHP01423,SUP061,2024-02-19,2024-03-01,2024-03-08,Delayed
SHP01424,SUP012,2024-06-22,2024-07-04,2024-07-07,Delayed
SHP01425,SUP061,2024-05-17,2024-05-26,2024-05-27,Delayed
SHP01426,SUP033,2024-03-13,2024-03-20,2024-03-29,Delayed
SHP01427,SUP045,2024-05-27,2024-06-06,2024-06-11,Delayed
SHP01428,SUP090,2024-04-13,2024-04-21,2024-04-30,Delayed
SHP01429,SUP092,2024-03-18,2024-03-28,2024-04-05,Delayed
SHP01430,SUP069,2024-06-14,2024-06-28,2024-06-27,Delivered
SHP01431,SUP008,2024-01-30,2024-02-10,2024-02-09,Delivered
SHP01432,SUP025,2024-04-05,2024-04-12,2024-04-11,Delivered
SHP01433,SUP091,2024-04-11,2024-04-24,2024-04-24,Delivered
SHP01434,SUP046,2024-01-03,2024-01-10,2024-01-13,Delayed
SHP01435,SUP087,2024-02-09,2024-02-16,2024-02-14,Delivered
SHP01436,SUP030,2024-01-17,2024-01-26,2024-02-03,Delayed
SHP01437,SUP047,2024-02-06,2024-02-16,2024-02-15,Delivered
SHP01438,SUP087,2024-01-25,2024-02-03,2024-02-10,Delayed
SHP01439,SUP049,2024-06-04,2024-06-17,2024-06-16,Delivered
SHP01440,SUP047,2024-02-04,2024-02-17,2024-02-26,Delayed
SHP01441,SUP084,2024-04-15,2024-04-27,2024-04-25,Delivered
SHP01442,SUP082,2024-02-03,2024-02-17,2024-02-17,Delivered
SHP01443,SUP018,2024-03-18,2024-03-26,2024-04-02,Delayed
SHP01444,SUP066,2024-06-19,2024-07-01,2024-07-05,Delayed
SHP01445,SUP068,2024-01-27,2024-02-07,2024-02-05,Delivered
SHP01446,SUP094,2024-03-29,2024-04-07,2024-04-11,Delayed
SHP01447,SUP033,2024-06-10,2024-06-19,2024-06-21,Delayed
SHP01448,SUP036,2024-05-21,2024-06-02,2024-06-08,Delayed
SHP01449,SUP082,2024-01-18,2024-01-29,2024-01-28,Delivered
SHP01450,SUP019,2024-06-10,2024-06-17,2024-06-15,Delivered
SHP01451,SUP028,2024-01-21,2024-02-01,2024-02-07,Delayed
SHP01452,SUP040,2024-01-17,2024-01-27,2024-02-01,Delayed
SHP01453,SUP084,2024-06-28,2024-07-10,2024-07-17,Delayed
SHP01454,SUP097,2024-02-12,2024-02-26,2024-02-29,Delayed
SHP01455,SUP076,2024-02-28,2024-03-10,2024-03-12,Delayed
SHP01456,SUP015,2024-04-30,2024-05-07,2024-05-12,Delayed
SHP01457,SUP041,2024-03-11,2024-03-22,2024-03-27,Delayed
SHP01458,SUP039,2024-06-27,2024-07-06,2024-07-08,Delayed
SHP01459,SUP002,2024-04-19,2024-04-27,2024-05-06,Delayed
SHP01460,SUP063,2024-01-30,2024-02-08,2024-02-12,Delayed
SHP01461,SUP029,2024-05-25,2024-06-08,2024-06-06,Delivered
SHP01462,SUP074,2024-05-17,2024-05-30,2024-05-31,Delayed
SHP01463,SUP066,2024-03-26,2024-04-03,2024-04-02,Delivered
SHP01464,SUP051,2024-01-25,2024-02-07,2024-02-14,Delayed
SHP01465,SUP075,2024-03-05,2024-03-16,2024-03-16,Delivered
SHP01466,SUP077,2024-03-21,2024-03-31,2024-04-09,Delayed
SHP01467,SUP010,2024-04-12,2024-04-26,2024-04-24,Delivered
SHP01468,SUP014,2024-02-29,2024-03-11,2024-03-19,Delayed
SHP01469,SUP082,2024-03-06,2024-03-13,2024-03-21,Delayed
SHP01470,SUP051,2024-03-10,2024-03-21,2024-03-20,Delivered
SHP01471,SUP073,2024-01-27,2024-02-04,2024-02-02,Delivered
SHP01472,SUP039,2024-02-09,2024-02-18,2024-02-23,Delayed
SHP01473,SUP028,2024-06-29,2024-07-09,2024-07-10,Delayed
SHP01474,SUP003,2024-03-14,2024-03-27,2024-03-27,Delivered
SHP01475,SUP084,2024-01-23,2024-02-03,2024-02-01,Delivered
SHP01476,SUP070,2024-01-08,2024-01-19,2024-01-18,Delivered
SHP01477,SUP027,2024-03-25,2024-04-03,2024-04-03,Delivered
SHP01478,SUP002,2024-03-24,2024-04-03,2024-04-03,Delivered
SHP01479,SUP093,2024-02-13,2024-02-25,2024-02-28,Delayed
SHP01480,SUP038,2024-05-02,2024-05-15,2024-05-22,Delayed
SHP01481,SUP003,2024-03-31,2024-04-11,2024-04-16,Delayed
SHP01482,SUP016,2024-06-22,2024-07-03,2024-07-06,Delayed
SHP01483,SUP094,2024-06-20,2024-07-02,2024-07-01,Delivered
SHP01484,SUP040,2024-03-15,2024-03-28,2024-03-27,Delivered
SHP01485,SUP002,2024-04-09,2024-04-17,2024-04-21,Delayed
SHP01486,SUP081,2024-06-03,2024-06-11,2024-06-09,Delivered
SHP01487,SUP041,2024-04-27,2024-05-11,2024-05-09,Delivered
SHP01488,SUP012,2024-06-07,2024-06-21,2024-06-25,Delayed
SHP01489,SUP035,2024-02-25,2024-03-03,2024-03-09,Delayed
SHP01490,SUP065,2024-02-21,2024-03-01,2024-03-03,Delayed
SHP01491,SUP055,2024-03-26,2024-04-05,2024-04-13,Delayed
SHP01492,SUP045,2024-04-11,2024-04-22,2024-04-20,Delivered
SHP01493,SUP079,2024-04-06,2024-04-19,2024-04-21,Delayed
SHP01494,SUP090,2024-03-16,2024-03-27,2024-04-04,Delayed
SHP01495,SUP085,2024-04-16,2024-04-30,2024-04-28,Delivered
SHP01496,SUP062,2024-02-19,2024-02-26,2024-03-04,Delayed
SHP01497,SUP049,2024-01-21,2024-02-03,2024-02-12,Delayed
SHP01498,SUP095,2024-02-27,2024-03-11,2024-03-17,Delayed
SHP01499,SUP025,2024-06-11,2024-06-22,2024-06-23,Delayed
SHP01500,SUP023,2024-04-09,2024-04-18,2024-04-24,Delayed
SHP01501,SUP024,2024-02-17,2024-02-24,2024-02-23,Delivered
SHP01502,SUP038,2024-04-23,2024-05-02,2024-05-06,Delayed
SHP01503,SUP028,2024-03-24,2024-03-31,2024-04-09,Delayed
SHP01504,SUP021,2024-03-17,2024-03-28,2024-03-27,Delivered
SHP01505,SUP054,2024-04-07,2024-04-14,2024-04-23,Delayed
SHP01506,SUP018,2024-05-16,2024-05-24,2024-05-25,Delayed
SHP01507,SUP036,2024-02-09,2024-02-22,2024-02-25,Delayed
SHP01508,SUP099,2024-04-19,2024-04-29,2024-04-28,Delivered
SHP01509,SUP045,2024-03-21,2024-04-01,2024-03-31,Delivered
SHP01510,SUP073,2024-04-18,2024-04-30,2024-04-29,Delivered
SHP01511,SUP053,2024-01-21,2024-01-31,2024-01-31,Delivered
SHP01512,SUP030,2024-05-12,2024-05-23,2024-05-25,Delayed
SHP01513,SUP060,2024-04-25,2024-05-05,2024-05-11,Delayed
SHP01514,SUP098,2024-02-08,2024-02-16,2024-02-19,Delayed
SHP01515,SUP032,2024-03-29,2024-04-08,2024-04-17,Delayed
SHP01516,SUP067,2024-03-05,2024-03-12,2024-03-18,Delayed
SHP01517,SUP067,2024-05-15,2024-05-29,2024-06-05,Delayed
SHP01518,SUP028,2024-02-26,2024-03-07,2024-03-09,Delayed
SHP01519,SUP044,2024-01-18,2024-01-29,2024-02-06,Delayed
SHP01520,SUP079,2024-06-16,2024-06-28,2024-07-01,Delayed
SHP01521,SUP041,2024-03-05,2024-03-17,2024-03-24,Delayed
SHP01522,SUP063,2024-01-11,2024-01-25,2024-02-03,Delayed
SHP01523,SUP023,2024-06-05,2024-06-14,2024-06-19,Delayed
SHP01524,SUP075,2024-02-22,2024-03-07,2024-03-07,Delivered
SHP01525,SUP048,2024-01-08,2024-01-21,2024-01-20,Delivered
SHP01526,SUP032,2024-04-28,2024-05-08,2024-05-08,Delivered
SHP01527,SUP057,2024-03-27,2024-04-08,2024-04-14,Delayed
SHP01528,SUP100,2024-01-12,2024-01-26,2024-01-29,Delayed
SHP01529,SUP033,2024-01-21,2024-01-31,2024-02-07,Delayed
SHP01530,SUP024,2024-02-01,2024-02-14,2024-02-23,Delayed
SHP01531,SUP039,2024-06-19,2024-07-01,2024-07-02,Delayed
SHP01532,SUP034,2024-05-03,2024-05-16,2024-05-23,Delayed
SHP01533,SUP056,2024-02-01,2024-02-11,2024-02-11,Delivered
SHP01534,SUP028,2024-01-21,2024-02-01,2024-01-31,Delivered
SHP01535,SUP037,2024-03-17,2024-03-27,2024-03-28,Delayed
SHP01536,SUP007,2024-03-02,2024-03-16,2024-03-22,Delayed
SHP01537,SUP068,2024-02-18,2024-03-02,2024-03-03,Delayed
SHP01538,SUP037,2024-06-15,2024-06-26,2024-07-05,Delayed
SHP01539,SUP056,2024-06-14,2024-06-25,2024-06-27,Delayed
SHP01540,SUP065,2024-05-06,2024-05-15,2024-05-20,Delayed
SHP01541,SUP065,2024-05-10,2024-05-22,2024-05-21,Delivered
SHP01542,SUP047,2024-06-18,2024-06-25,2024-07-04,Delayed
SHP01543,SUP020,2024-04-23,2024-05-04,2024-05-12,Delayed
SHP01544,SUP019,2024-03-10,2024-03-23,2024-03-23,Delivered
SHP01545,SUP029,2024-01-23,2024-02-04,2024-02-07,Delayed
SHP01546,SUP074,2024-04-20,2024-04-28,2024-05-07,Delayed
SHP01547,SUP060,2024-03-04,2024-03-14,2024-03-18,Delayed
SHP01548,SUP018,2024-02-20,2024-03-05,2024-03-06,Delayed
SHP01549,SUP092,2024-05-09,2024-05-22,2024-05-20,Delivered
SHP01550,SUP035,2024-01-16,2024-01-24,2024-01-28,Delayed
SHP01551,SUP043,2024-03-28,2024-04-10,2024-04-19,Delayed
SHP01552,SUP095,2024-04-08,2024-04-18,2024-04-24,Delayed
SHP01553,SUP091,2024-02-19,2024-02-28,2024-02-26,Delivered
SHP01554,SUP011,2024-01-24,2024-02-06,2024-02-04,Delivered
SHP01555,SUP049,2024-04-07,2024-04-18,2024-04-16,Delivered
SHP01556,SUP038,2024-01-05,2024-01-12,2024-01-19,Delayed
SHP01557,SUP064,2024-05-06,2024-05-17,2024-05-21,Delayed
SHP01558,SUP069,2024-05-05,2024-05-15,2024-05-23,Delayed
SHP01559,SUP008,2024-06-19,2024-07-02,2024-07-08,Delayed
SHP01560,SUP034,2024-05-14,2024-05-21,2024-05-21,Delivered
SHP01561,SUP048,2024-03-08,2024-03-19,2024-03-24,Delayed
SHP01562,SUP056,2024-06-03,2024-06-10,2024-06-16,Delayed
SHP01563,SUP076,2024-02-22,2024-03-07,2024-03-07,Delivered
SHP01564,SUP065,2024-04-12,2024-04-22,2024-05-01,Delayed
SHP01565,SUP031,2024-06-21,2024-06-30,2024-07-09,Delayed
SHP01566,SUP004,2024-02-12,2024-02-21,2024-02-21,Delivered
SHP01567,SUP050,2024-03-17,2024-03-30,2024-03-28,Delivered
SHP01568,SUP069,2024-02-06,2024-02-17,2024-02-16,Delivered
SHP01569,SUP030,2024-06-09,2024-06-17,2024-06-21,Delayed
SHP01570,SUP088,2024-01-04,2024-01-14,2024-01-14,Delivered
SHP01571,SUP059,2024-05-02,2024-05-13,2024-05-17,Delayed
SHP01572,SUP067,2024-03-26,2024-04-06,2024-04-08,Delayed
SHP01573,SUP075,2024-01-26,2024-02-04,2024-02-11,Delayed
SHP01574,SUP045,2024-02-21,2024-03-05,2024-03-10,Delayed
SHP01575,SUP004,2024-03-02,2024-03-09,2024-03-11,Delayed
SHP01576,SUP026,2024-03-15,2024-03-25,2024-03-25,Delivered
SHP01577,SUP027,2024-06-18,2024-07-02,2024-07-08,Delayed
SHP01578,SUP046,2024-06-03,2024-06-10,2024-06-14,Delayed
SHP01579,SUP064,2024-02-03,2024-02-15,2024-02-17,Delayed
SHP01580,SUP091,2024-05-24,2024-06-05,2024-06-09,Delayed
SHP01581,SUP051,2024-03-10,2024-03-20,2024-03-28,Delayed
SHP01582,SUP050,2024-04-29,2024-05-12,2024-05-19,Delayed
SHP01583,SUP006,2024-01-28,2024-02-05,2024-02-11,Delayed
SHP01584,SUP059,2024-05-27,2024-06-08,2024-06-10,Delayed
SHP01585,SUP015,2024-06-27,2024-07-06,2024-07-10,Delayed
SHP01586,SUP030,2024-03-23,2024-03-31,2024-04-08,Delayed
SHP01587,SUP042,2024-05-05,2024-05-16,2024-05-22,Delayed
SHP01588,SUP037,2024-04-24,2024-05-06,2024-05-04,Delivered
SHP01589,SUP042,2024-06-17,2024-06-26,2024-06-27,Delayed
SHP01590,SUP035,2024-05-31,2024-06-11,2024-06-09,Delivered
SHP01591,SUP087,2024-04-05,2024-04-13,2024-04-18,Delayed
SHP01592,SUP006,2024-02-21,2024-03-02,2024-03-02,Delivered
SHP01593,SUP068,2024-03-08,2024-03-19,2024-03-18,Delivered
SHP01594,SUP018,2024-02-13,2024-02-20,2024-02-21,Delayed
SHP01595,SUP073,2024-05-21,2024-05-31,2024-06-08,Delayed
SHP01596,SUP029,2024-01-16,2024-01-26,2024-01-26,Delivered
SHP01597,SUP077,2024-06-11,2024-06-19,2024-06-27,Delayed
SHP01598,SUP059,2024-02-25,2024-03-04,2024-03-06,Delayed
SHP01599,SUP047,2024-01-12,2024-01-21,2024-01-26,Delayed
SHP01600,SUP017,2024-05-19,2024-05-28,2024-06-04,Delayed
SHP01601,SUP096,2024-01-06,2024-01-13,2024-01-18,Delayed
SHP01602,SUP022,2024-02-28,2024-03-09,2024-03-17,Delayed
SHP01603,SUP068,2024-04-06,2024-04-20,2024-04-24,Delayed
SHP01604,SUP069,2024-03-31,2024-04-13,2024-04-18,Delayed
SHP01605,SUP037,2024-06-27,2024-07-04,2024-07-06,Delayed
SHP01606,SUP049,2024-03-13,2024-03-20,2024-03-27,Delayed
SHP01607,SUP013,2024-04-12,2024-04-25,2024-05-02,Delayed
SHP01608,SUP034,2024-02-23,2024-03-07,2024-03-15,Delayed
SHP01609,SUP086,2024-02-04,2024-02-17,2024-02-26,Delayed
SHP01610,SUP053,2024-02-02,2024-02-10,2024-02-18,Delayed
SHP01611,SUP087,2024-05-02,2024-05-09,2024-05-12,Delayed
SHP01612,SUP051,2024-03-25,2024-04-01,2024-04-06,Delayed
SHP01613,SUP003,2024-04-25,2024-05-06,2024-05-04,Delivered
SHP01614,SUP042,2024-03-11,2024-03-24,2024-03-27,Delayed
SHP01615,SUP098,2024-03-22,2024-04-04,2024-04-07,Delayed
SHP01616,SUP032,2024-04-30,2024-05-09,2024-05-17,Delayed
SHP01617,SUP051,2024-01-26,2024-02-04,2024-02-06,Delayed
SHP01618,SUP085,2024-01-19,2024-01-29,2024-01-30,Delayed
SHP01619,SUP046,2024-04-24,2024-05-03,2024-05-01,Delivered
SHP01620,SUP021,2024-01-13,2024-01-25,2024-02-02,Delayed
SHP01621,SUP044,2024-03-19,2024-03-29,2024-04-05,Delayed
SHP01622,SUP011,2024-01-22,2024-02-05,2024-02-13,Delayed
SHP01623,SUP068,2024-02-15,2024-02-28,2024-03-04,Delayed
SHP01624,SUP001,2024-01-21,2024-02-01,2024-02-04,Delayed
SHP01625,SUP092,2024-02-07,2024-02-16,2024-02-16,Delivered
SHP01626,SUP063,2024-03-25,2024-04-05,2024-04-14,Delayed
SHP01627,SUP024,2024-06-09,2024-06-18,2024-06-18,Delivered
SHP01628,SUP099,2024-05-04,2024-05-13,2024-05-22,Delayed
SHP01629,SUP013,2024-06-21,2024-07-02,2024-07-05,Delayed
SHP01630,SUP098,2024-05-30,2024-06-06,2024-06-15,Delayed
SHP01631,SUP011,2024-01-29,2024-02-05,2024-02-09,Delayed
SHP01632,SUP100,2024-04-23,2024-04-30,2024-05-05,Delayed
SHP01633,SUP051,2024-01-30,2024-02-11,2024-02-13,Delayed
SHP01634,SUP017,2024-01-05,2024-01-12,2024-01-19,Delayed
SHP01635,SUP099,2024-05-28,2024-06-06,2024-06-09,Delayed
SHP01636,SUP082,2024-06-07,2024-06-20,2024-06-29,Delayed
SHP01637,SUP086,2024-04-20,2024-04-28,2024-04-26,Delivered
SHP01638,SUP024,2024-01-12,2024-01-23,2024-01-26,Delayed
SHP01639,SUP019,2024-06-21,2024-07-04,2024-07-10,Delayed
SHP01640,SUP037,2024-06-12,2024-06-20,2024-06-27,Delayed
SHP01641,SUP085,2024-04-17,2024-04-30,2024-05-01,Delayed
SHP01642,SUP008,2024-06-22,2024-07-04,2024-07-11,Delayed
SHP01643,SUP028,2024-04-16,2024-04-24,2024-04-22,Delivered
SHP01644,SUP005,2024-01-16,2024-01-30,2024-02-07,Delayed
SHP01645,SUP017,2024-05-28,2024-06-07,2024-06-13,Delayed
SHP01646,SUP036,2024-01-02,2024-01-09,2024-01-10,Delayed
SHP01647,SUP019,2024-05-14,2024-05-28,2024-05-27,Delivered
SHP01648,SUP064,2024-05-13,2024-05-25,2024-05-23,Delivered
SHP01649,SUP091,2024-01-21,2024-02-03,2024-02-03,Delivered
SHP01650,SUP098,2024-03-17,2024-03-26,2024-03-30,Delayed
SHP01651,SUP011,2024-05-16,2024-05-23,2024-05-31,Delayed
SHP01652,SUP054,2024-02-13,2024-02-27,2024-03-05,Delayed
SHP01653,SUP045,2024-01-13,2024-01-20,2024-01-19,Delivered
SHP01654,SUP047,2024-01-23,2024-01-31,2024-02-06,Delayed
SHP01655,SUP012,2024-05-03,2024-05-13,2024-05-22,Delayed
SHP01656,SUP021,2024-06-02,2024-06-09,2024-06-17,Delayed
SHP01657,SUP011,2024-03-19,2024-04-01,2024-03-31,Delivered
SHP01658,SUP092,2024-04-14,2024-04-27,2024-04-29,Delayed
SHP01659,SUP005,2024-03-17,2024-03-28,2024-04-02,Delayed
SHP01660,SUP081,2024-02-03,2024-02-14,2024-02-23,Delayed
SHP01661,SUP056,2024-03-08,2024-03-15,2024-03-22,Delayed
SHP01662,SUP020,2024-04-23,2024-05-01,2024-05-06,Delayed
SHP01663,SUP041,2024-04-21,2024-04-29,2024-04-29,Delivered
SHP01664,SUP046,2024-01-10,2024-01-19,2024-01-18,Delivered
SHP01665,SUP012,2024-01-18,2024-01-30,2024-02-05,Delayed
SHP01666,SUP070,2024-02-07,2024-02-19,2024-02-19,Delivered
SHP01667,SUP017,2024-05-16,2024-05-30,2024-06-04,Delayed
SHP01668,SUP019,2024-03-18,2024-03-30,2024-03-29,Delivered
SHP01669,SUP026,2024-05-29,2024-06-08,2024-06-08,Delivered
SHP01670,SUP048,2024-05-24,2024-06-01,2024-05-30,Delivered
SHP01671,SUP052,2024-05-22,2024-05-31,2024-06-08,Delayed
SHP01672,SUP096,2024-05-04,2024-05-15,2024-05-18,Delayed
SHP01673,SUP070,2024-06-18,2024-07-01,2024-07-05,Delayed
SHP01674,SUP055,2024-05-17,2024-05-29,2024-05-30,Delayed
SHP01675,SUP100,2024-01-14,2024-01-25,2024-01-23,Delivered
SHP01676,SUP075,2024-01-02,2024-01-13,2024-01-13,Delivered
SHP01677,SUP033,2024-03-23,2024-03-30,2024-04-05,Delayed
SHP01678,SUP062,2024-05-30,2024-06-09,2024-06-11,Delayed
SHP01679,SUP088,2024-02-20,2024-02-29,2024-03-03,Delayed
SHP01680,SUP023,2024-02-12,2024-02-22,2024-02-23,Delayed
SHP01681,SUP015,2024-01-20,2024-01-27,2024-01-25,Delivered
SHP01682,SUP027,2024-02-02,2024-02-11,2024-02-13,Delayed
SHP01683,SUP075,2024-06-08,2024-06-17,2024-06-19,Delayed
SHP01684,SUP064,2024-03-26,2024-04-03,2024-04-05,Delayed
SHP01685,SUP081,2024-04-20,2024-04-30,2024-05-03,Delayed
SHP01686,SUP051,2024-02-10,2024-02-20,2024-02-28,Delayed
SHP01687,SUP053,2024-05-26,2024-06-03,2024-06-02,Delivered
SHP01688,SUP078,2024-06-17,2024-07-01,2024-06-29,Delivered
SHP01689,SUP091,2024-02-08,2024-02-19,2024-02-18,Delivered
SHP01690,SUP082,2024-03-24,2024-03-31,2024-04-07,Delayed
SHP01691,SUP092,2024-06-28,2024-07-08,2024-07-11,Delayed
SHP01692,SUP051,2024-01-15,2024-01-23,2024-01-25,Delayed
SHP01693,SUP047,2024-04-27,2024-05-10,2024-05-12,Delayed
SHP01694,SUP004,2024-01-05,2024-01-19,2024-01-28,Delayed
SHP01695,SUP007,2024-04-08,2024-04-17,2024-04-26,Delayed
SHP01696,SUP035,2024-05-23,2024-06-04,2024-06-07,Delayed
SHP01697,SUP048,2024-03-16,2024-03-29,2024-04-05,Delayed
SHP01698,SUP073,2024-03-28,2024-04-05,2024-04-09,Delayed
SHP01699,SUP072,2024-02-13,2024-02-25,2024-03-02,Delayed
SHP01700,SUP045,2024-03-12,2024-03-23,2024-03-27,Delayed
SHP01701,SUP081,2024-05-25,2024-06-01,2024-05-31,Delivered
SHP01702,SUP081,2024-01-09,2024-01-21,2024-01-24,Delayed
SHP01703,SUP097,2024-06-10,2024-06-24,2024-06-30,Delayed
SHP01704,SUP096,2024-05-12,2024-05-23,2024-05-27,Delayed
SHP01705,SUP072,2024-03-05,2024-03-17,2024-03-16,Delivered
SHP01706,SUP019,2024-02-05,2024-02-14,2024-02-14,Delivered
SHP01707,SUP063,2024-05-06,2024-05-15,2024-05-20,Delayed
SHP01708,SUP038,2024-02-03,2024-02-17,2024-02-25,Delayed
SHP01709,SUP067,2024-02-13,2024-02-22,2024-02-28,Delayed
SHP01710,SUP059,2024-06-08,2024-06-17,2024-06-18,Delayed
SHP01711,SUP069,2024-05-20,2024-05-28,2024-06-03,Delayed
SHP01712,SUP013,2024-01-01,2024-01-10,2024-01-09,Delivered
SHP01713,SUP047,2024-05-06,2024-05-19,2024-05-27,Delayed
SHP01714,SUP061,2024-04-14,2024-04-23,2024-04-25,Delayed
SHP01715,SUP031,2024-04-30,2024-05-13,2024-05-21,Delayed
SHP01716,SUP080,2024-01-17,2024-01-25,2024-01-24,Delivered
SHP01717,SUP096,2024-02-02,2024-02-11,2024-02-19,Delayed
SHP01718,SUP022,2024-02-18,2024-03-03,2024-03-01,Delivered
SHP01719,SUP093,2024-05-01,2024-05-12,2024-05-14,Delayed
SHP01720,SUP086,2024-06-20,2024-07-04,2024-07-03,Delivered
SHP01721,SUP043,2024-06-21,2024-07-02,2024-07-06,Delayed
SHP01722,SUP067,2024-05-31,2024-06-10,2024-06-15,Delayed
SHP01723,SUP054,2024-05-13,2024-05-24,2024-05-23,Delivered
SHP01724,SUP010,2024-03-25,2024-04-01,2024-04-05,Delayed
SHP01725,SUP042,2024-02-22,2024-02-29,2024-03-01,Delayed
SHP01726,SUP064,2024-03-27,2024-04-03,2024-04-01,Delivered
SHP01727,SUP021,2024-03-30,2024-04-07,2024-04-15,Delayed
SHP01728,SUP080,2024-06-11,2024-06-25,2024-06-25,Delivered
SHP01729,SUP076,2024-03-31,2024-04-11,2024-04-19,Delayed
SHP01730,SUP066,2024-05-01,2024-05-15,2024-05-24,Delayed
